id_client,revenu_mensuel,charges_mensuelles,montant_demande,duree_mois,historique_echeances,taux_remboursement_indiv,taux_remboursement_final
CLI-2026-0445,480442,73627,200000,9,14,0.84,0.84
CLI-2026-0446,580861,70996,200000,3,21,0.76,0.93
CLI-2026-0447,353929,293085,1000000,3,18,0.59,0.63
CLI-2026-0448,771155,74864,1000000,24,15,0.9,0.8
CLI-2026-0449,488664,286441,750000,3,18,0.98,0.7
CLI-2026-0450,336190,112299,200000,6,4,0.86,0.87
CLI-2026-0451,774184,64286,300000,24,20,0.96,0.65
CLI-2026-0452,751125,119223,200000,12,21,0.99,0.97
CLI-2026-0453,474457,199821,200000,3,2,0.68,0.96
CLI-2026-0454,166158,151254,300000,9,11,0.82,0.67
CLI-2026-0455,538008,244250,500000,24,19,0.74,0.73
CLI-2026-0456,510878,198856,200000,9,11,0.99,0.84
CLI-2026-0457,246335,144203,1000000,12,20,0.55,0.89
CLI-2026-0458,562083,205003,500000,12,22,0.71,0.78
CLI-2026-0459,696515,292580,300000,12,11,0.94,0.66
CLI-2026-0460,218833,147070,500000,6,1,0.64,0.64
CLI-2026-0461,620159,79895,750000,24,8,0.89,1.0
CLI-2026-0462,241220,146283,300000,24,5,0.69,0.78
CLI-2026-0463,636737,258429,200000,3,11,0.99,0.95
CLI-2026-0464,422424,96583,200000,18,14,0.94,0.79
CLI-2026-0465,154232,286777,1000000,18,11,0.65,0.97
CLI-2026-0466,778050,192959,200000,18,4,0.89,0.64
CLI-2026-0467,257880,196409,750000,9,7,0.67,0.65
CLI-2026-0468,537427,122430,300000,9,16,0.8,0.97
CLI-2026-0469,267954,279318,750000,24,0,0.83,0.98
CLI-2026-0470,756465,49375,200000,3,5,0.91,0.73
CLI-2026-0471,629911,117654,1000000,18,21,0.51,0.74
CLI-2026-0472,672834,148784,750000,24,2,0.61,0.78
CLI-2026-0473,430851,164091,500000,18,9,0.86,0.77
CLI-2026-0474,453798,163274,300000,9,4,0.78,0.68
CLI-2026-0475,562295,78460,1000000,12,2,0.75,0.96
CLI-2026-0476,660096,98654,300000,3,10,0.53,0.7
CLI-2026-0477,700536,64762,500000,24,12,0.67,0.88
CLI-2026-0478,161593,188839,300000,9,4,0.93,0.63
CLI-2026-0479,581314,131225,300000,3,1,0.52,0.62
CLI-2026-0480,220943,187100,500000,18,3,0.7,0.86
CLI-2026-0481,337155,193325,200000,12,15,0.97,0.74
CLI-2026-0482,689128,222520,200000,12,20,0.53,0.86
CLI-2026-0483,312833,182229,300000,3,4,0.87,0.64
CLI-2026-0484,667931,208466,200000,18,7,0.63,0.98
CLI-2026-0485,450955,192659,500000,12,8,0.93,0.9
CLI-2026-0486,301216,209632,1000000,18,8,0.87,0.95
CLI-2026-0487,367258,200327,200000,18,5,0.94,0.65
CLI-2026-0488,495000,122215,200000,6,1,0.61,0.73
CLI-2026-0489,647345,104033,200000,6,12,0.77,0.75
CLI-2026-0490,543910,244732,500000,24,8,0.89,0.81
CLI-2026-0491,756595,129102,300000,12,8,0.62,0.72
CLI-2026-0492,714030,182777,500000,9,6,0.62,0.62
CLI-2026-0493,639679,91213,200000,6,22,0.51,0.75
CLI-2026-0494,542019,152168,300000,12,14,0.98,0.7
CLI-2026-0495,338406,177712,500000,18,10,0.86,0.75
CLI-2026-0496,418171,202763,500000,3,4,0.82,0.68
CLI-2026-0497,227281,176857,500000,12,19,0.87,0.7
CLI-2026-0498,393219,133770,750000,24,21,0.77,0.85
CLI-2026-0499,752206,290060,500000,6,0,0.74,0.76
CLI-2026-0500,426823,173312,1000000,6,22,0.72,0.74
